event_id,client_id,event_order,previous_event_id,event_date,event_month,scenario_name,lifecycle_stage,event_type,product,topic,channel,sentiment,status,satisfaction_score,is_complaint,is_purchase,is_repeat,resolution_time_days
event_f1e9d659c730,C032,1,,2025-01-07,2025-01,complaint_resolved_return,использование продукта,usage,Ипотека,комиссия,офис,negative,completed,4,False,False,False,2.0
event_bd8bcd07b57e,C032,2,event_f1e9d659c730,2025-01-23,2025-01,complaint_resolved_return,жалоба,complaint,Ипотека,блокировка карты,офис,positive,in_progress,1,True,False,True,
event_5abb571c5117,C032,3,event_bd8bcd07b57e,2025-03-04,2025-03,complaint_resolved_return,эскалация,escalation,Ипотека,техническая ошибка,сайт,negative,escalated,2,True,False,True,
event_b1f09822f639,C032,4,event_5abb571c5117,2025-03-30,2025-03,complaint_resolved_return,решение проблемы,problem_resolved,Ипотека,блокировка карты,email,positive,resolved,4,False,False,True,3.0
event_57dd986b4882,C032,5,event_b1f09822f639,2025-05-02,2025-05,complaint_resolved_return,удержание,retention,Накопительный счет,повышение лимита,чат,neutral,retained,5,False,False,True,0.0
event_1abb12a15b95,C033,1,,2024-10-07,2024-10,complaint_and_leave,жалоба,complaint,Накопительный счет,блокировка карты,сайт,negative,in_progress,3,True,False,False,
event_7ba092af714b,C033,2,event_1abb12a15b95,2024-11-16,2024-11,complaint_and_leave,уход клиента,churn,Накопительный счет,закрытие продукта,сайт,negative,lost,1,False,False,True,
event_7467e1f53e11,C034,1,,2024-09-18,2024-09,repeat_purchase,знакомство,introduction,Дебетовая карта,консультация по тарифам,телефон,positive,completed,5,False,False,False,1.0
event_9123926b3608,C034,2,event_7467e1f53e11,2024-09-28,2024-09,repeat_purchase,интерес к продукту,product_interest,Инвестиционный счет,условия продукта,чат,neutral,completed,5,False,False,True,3.0
event_e059a5856228,C034,3,event_9123926b3608,2024-10-25,2024-10,repeat_purchase,покупка,purchase,Потребительский кредит,условия продукта,офис,neutral,completed,5,False,True,True,2.0
event_a19379081937,C034,4,event_e059a5856228,2024-12-01,2024-12,repeat_purchase,использование продукта,usage,Дебетовая карта,условия продукта,офис,neutral,completed,3,False,False,True,2.0
event_992265af59e7,C034,5,event_a19379081937,2025-01-08,2025-01,repeat_purchase,консультация,consultation,Потребительский кредит,изменение персональных данных,офис,negative,completed,5,False,False,True,2.0
event_ee4f49a3b398,C035,1,,2024-12-25,2024-12,long_lifecycle,знакомство,introduction,Ипотека,консультация по тарифам,мобильное приложение,neutral,completed,3,False,False,False,2.0
event_0603c7fc1130,C035,2,event_ee4f49a3b398,2025-01-06,2025-01,long_lifecycle,интерес к продукту,product_interest,Ипотека,консультация по тарифам,сайт,positive,completed,4,False,False,True,1.0
event_ffc587b1db9e,C035,3,event_0603c7fc1130,2025-02-17,2025-02,long_lifecycle,консультация,consultation,Кредитная карта,консультация по тарифам,телефон,neutral,completed,5,False,False,True,1.0
event_a430da8b72be,C035,4,event_ffc587b1db9e,2025-03-29,2025-03,long_lifecycle,покупка,purchase,Кредитная карта,оформление продукта,email,positive,completed,5,False,True,True,1.0
event_c99facc16dd8,C035,5,event_a430da8b72be,2025-04-11,2025-04,long_lifecycle,использование продукта,usage,Потребительский кредит,комиссия,email,negative,completed,3,False,False,True,3.0
event_2eaeb68603d7,C035,6,event_c99facc16dd8,2025-05-18,2025-05,long_lifecycle,вопрос в поддержку,support_question,Ипотека,техническая ошибка,телефон,neutral,in_progress,3,False,False,True,
event_348be7346fb7,C035,7,event_2eaeb68603d7,2025-06-28,2025-06,long_lifecycle,решение проблемы,problem_resolved,Потребительский кредит,техническая ошибка,телефон,positive,resolved,4,False,False,True,1.0
event_10c25891fbda,C035,8,event_348be7346fb7,2025-07-16,2025-07,long_lifecycle,удержание,retention,Накопительный счет,консультация по тарифам,телефон,neutral,retained,3,False,False,True,2.0
event_60c6aec57ebd,C035,9,event_10c25891fbda,2025-08-13,2025-08,long_lifecycle,повторная покупка,repeat_purchase,Страхование,оформление продукта,чат,negative,completed,5,False,True,True,0.0
event_4f215353ec22,C035,10,event_60c6aec57ebd,2025-09-06,2025-09,long_lifecycle,использование продукта,usage,Потребительский кредит,условия продукта,телефон,positive,completed,4,False,False,True,2.0
event_d86bbedebbde,C036,1,,2024-08-04,2024-08,loyal_multi_product,знакомство,introduction,Накопительный счет,консультация по тарифам,чат,neutral,completed,3,False,False,False,1.0
event_f1d9a60c299d,C036,2,event_d86bbedebbde,2024-09-07,2024-09,loyal_multi_product,интерес к продукту,product_interest,Дебетовая карта,повышение лимита,телефон,neutral,completed,3,False,False,True,1.0
event_f74ea6506987,C036,3,event_f1d9a60c299d,2024-09-29,2024-09,loyal_multi_product,покупка,purchase,Дебетовая карта,условия продукта,офис,positive,completed,5,False,True,True,1.0
event_cfb60056cc33,C036,4,event_f74ea6506987,2024-11-12,2024-11,loyal_multi_product,использование продукта,usage,Потребительский кредит,условия продукта,сайт,neutral,completed,5,False,False,True,1.0
event_1e24bd1e959c,C036,5,event_cfb60056cc33,2024-12-18,2024-12,loyal_multi_product,повторная покупка,repeat_purchase,Инвестиционный счет,повторная покупка,мобильное приложение,positive,completed,5,False,True,True,2.0
event_f3417982ce56,C036,6,event_1e24bd1e959c,2025-01-17,2025-01,loyal_multi_product,использование продукта,usage,Накопительный счет,комиссия,телефон,neutral,completed,4,False,False,True,2.0
event_4ca460af6928,C036,7,event_f3417982ce56,2025-02-27,2025-02,loyal_multi_product,вопрос в поддержку,support_question,Накопительный счет,блокировка карты,мобильное приложение,neutral,in_progress,5,False,False,True,
event_169ee995e6d1,C036,8,event_4ca460af6928,2025-04-08,2025-04,loyal_multi_product,решение проблемы,problem_resolved,Потребительский кредит,возврат средств,сайт,positive,resolved,4,False,False,True,5.0
event_9061bb01cff7,C037,1,,2024-09-12,2024-09,one_touch,знакомство,introduction,Страхование,условия продукта,мобильное приложение,neutral,completed,5,False,False,False,3.0
event_a5240b8f5ec4,C038,1,,2024-08-15,2024-08,happy_purchase,знакомство,introduction,Инвестиционный счет,консультация по тарифам,email,neutral,completed,3,False,False,False,3.0
event_83f1aaa4343d,C038,2,event_a5240b8f5ec4,2024-08-23,2024-08,happy_purchase,интерес к продукту,product_interest,Дебетовая карта,консультация по тарифам,телефон,positive,completed,3,False,False,True,0.0
event_c49c7657cd4b,C038,3,event_83f1aaa4343d,2024-09-03,2024-09,happy_purchase,консультация,consultation,Дебетовая карта,консультация по тарифам,офис,negative,completed,4,False,False,True,0.0
event_7d5785e0bf41,C038,4,event_c49c7657cd4b,2024-09-21,2024-09,happy_purchase,покупка,purchase,Потребительский кредит,условия продукта,телефон,positive,completed,5,False,True,True,1.0
event_3bd032dadf3a,C038,5,event_7d5785e0bf41,2024-10-03,2024-10,happy_purchase,использование продукта,usage,Дебетовая карта,изменение персональных данных,чат,neutral,completed,3,False,False,True,1.0
event_0675734700e1,C038,6,event_3bd032dadf3a,2024-11-12,2024-11,happy_purchase,вопрос в поддержку,support_question,Дебетовая карта,ошибка в приложении,чат,neutral,resolved,4,False,False,True,6.0
event_c98eed443026,C038,7,event_0675734700e1,2024-12-23,2024-12,happy_purchase,решение проблемы,problem_resolved,Дебетовая карта,техническая ошибка,чат,positive,resolved,4,False,False,True,3.0
event_1b62139f57e9,C039,1,,2024-08-09,2024-08,complaint_and_leave,знакомство,introduction,Ипотека,оформление продукта,мобильное приложение,neutral,completed,3,False,False,False,1.0
event_b081149bf60d,C039,2,event_1b62139f57e9,2024-08-22,2024-08,complaint_and_leave,покупка,purchase,Накопительный счет,оформление продукта,мобильное приложение,positive,completed,4,False,True,True,0.0
event_04b1ad977154,C039,3,event_b081149bf60d,2024-09-23,2024-09,complaint_and_leave,использование продукта,usage,Накопительный счет,комиссия,чат,neutral,completed,3,False,False,True,1.0
event_7122f74f5916,C039,4,event_04b1ad977154,2024-10-14,2024-10,complaint_and_leave,жалоба,complaint,Накопительный счет,блокировка карты,мобильное приложение,negative,escalated,3,True,False,True,
event_ad86c3b9249f,C039,5,event_7122f74f5916,2024-11-09,2024-11,complaint_and_leave,эскалация,escalation,Страхование,возврат средств,мобильное приложение,negative,escalated,2,True,False,True,
event_68fa4b037b07,C039,6,event_ad86c3b9249f,2024-12-13,2024-12,complaint_and_leave,уход клиента,churn,Потребительский кредит,жалоба на обслуживание,чат,negative,lost,2,False,False,True,
event_14b04203f743,C040,1,,2025-01-26,2025-01,one_touch,знакомство,introduction,Дебетовая карта,консультация по тарифам,офис,positive,completed,5,False,False,False,3.0
event_62cf9e35e01b,C041,1,,2024-10-16,2024-10,complaint_resolved_return,использование продукта,usage,Кредитная карта,условия продукта,чат,neutral,completed,5,False,False,False,3.0
event_b3954eeca9e2,C041,2,event_62cf9e35e01b,2024-11-16,2024-11,complaint_resolved_return,жалоба,complaint,Ипотека,ошибка в приложении,чат,negative,escalated,2,True,False,True,
event_1315f43b9ad3,C041,3,event_b3954eeca9e2,2024-11-26,2024-11,complaint_resolved_return,эскалация,escalation,Ипотека,жалоба на обслуживание,чат,neutral,escalated,3,True,False,True,
event_018ef199ad16,C041,4,event_1315f43b9ad3,2025-01-02,2025-01,complaint_resolved_return,решение проблемы,problem_resolved,Ипотека,блокировка карты,чат,negative,resolved,4,False,False,True,2.0
event_54961ad78c04,C041,5,event_018ef199ad16,2025-02-08,2025-02,complaint_resolved_return,удержание,retention,Страхование,повышение лимита,чат,neutral,retained,4,False,False,True,1.0
event_656353341612,C042,1,,2024-10-12,2024-10,repeat_purchase,знакомство,introduction,Ипотека,консультация по тарифам,чат,positive,completed,5,False,False,False,3.0
event_8b3d4b34b894,C042,2,event_656353341612,2024-11-18,2024-11,repeat_purchase,интерес к продукту,product_interest,Потребительский кредит,условия продукта,чат,positive,completed,4,False,False,True,0.0
event_fe07231b16b9,C042,3,event_8b3d4b34b894,2024-12-04,2024-12,repeat_purchase,покупка,purchase,Дебетовая карта,условия продукта,чат,positive,completed,5,False,True,True,1.0
event_dc8caaca728d,C042,4,event_fe07231b16b9,2025-01-01,2025-01,repeat_purchase,использование продукта,usage,Ипотека,условия продукта,офис,neutral,completed,5,False,False,True,2.0
event_668716fa5460,C042,5,event_dc8caaca728d,2025-02-08,2025-02,repeat_purchase,консультация,consultation,Страхование,условия продукта,чат,positive,completed,5,False,False,True,3.0
event_2becb5ce4b6b,C042,6,event_668716fa5460,2025-03-20,2025-03,repeat_purchase,повторная покупка,repeat_purchase,Кредитная карта,повторная покупка,чат,neutral,completed,4,False,True,True,0.0
event_fca8868fa5fe,C042,7,event_2becb5ce4b6b,2025-04-10,2025-04,repeat_purchase,использование продукта,usage,Ипотека,комиссия,мобильное приложение,positive,completed,4,False,False,True,2.0
event_9ec728605a34,C043,1,,2025-01-16,2025-01,happy_purchase,знакомство,introduction,Дебетовая карта,оформление продукта,чат,neutral,completed,3,False,False,False,0.0
event_05d3dff4256f,C043,2,event_9ec728605a34,2025-02-26,2025-02,happy_purchase,интерес к продукту,product_interest,Дебетовая карта,консультация по тарифам,email,neutral,completed,5,False,False,True,3.0
event_cbcaed27118b,C043,3,event_05d3dff4256f,2025-03-11,2025-03,happy_purchase,консультация,consultation,Кредитная карта,консультация по тарифам,офис,neutral,completed,4,False,False,True,2.0
event_0b7edc594afd,C043,4,event_cbcaed27118b,2025-03-23,2025-03,happy_purchase,покупка,purchase,Потребительский кредит,условия продукта,сайт,positive,completed,4,False,True,True,2.0
event_5d87fb0d500f,C043,5,event_0b7edc594afd,2025-04-04,2025-04,happy_purchase,использование продукта,usage,Накопительный счет,комиссия,email,positive,completed,4,False,False,True,3.0
event_912be879b778,C044,1,,2025-01-27,2025-01,one_touch,знакомство,introduction,Накопительный счет,консультация по тарифам,телефон,neutral,completed,4,False,False,False,0.0
event_42fe7392948e,C045,1,,2024-09-28,2024-09,complaint_and_leave,знакомство,introduction,Дебетовая карта,консультация по тарифам,email,positive,completed,3,False,False,False,2.0
event_bdbd248e7958,C045,2,event_42fe7392948e,2024-10-16,2024-10,complaint_and_leave,покупка,purchase,Ипотека,оформление продукта,email,negative,completed,4,False,True,True,2.0
event_22c136c0ba19,C045,3,event_bdbd248e7958,2024-11-11,2024-11,complaint_and_leave,использование продукта,usage,Накопительный счет,изменение персональных данных,email,neutral,completed,4,False,False,True,2.0
event_05228b6dd178,C045,4,event_22c136c0ba19,2024-11-23,2024-11,complaint_and_leave,жалоба,complaint,Дебетовая карта,жалоба на обслуживание,офис,neutral,escalated,1,True,False,True,
event_290849618577,C045,5,event_05228b6dd178,2024-12-20,2024-12,complaint_and_leave,уход клиента,churn,Дебетовая карта,жалоба на обслуживание,чат,negative,lost,2,False,False,True,
event_4c0c79e2b2bb,C046,1,,2024-11-19,2024-11,long_lifecycle,знакомство,introduction,Инвестиционный счет,условия продукта,телефон,neutral,completed,4,False,False,False,1.0
event_7b20c3cf48ef,C046,2,event_4c0c79e2b2bb,2024-12-01,2024-12,long_lifecycle,интерес к продукту,product_interest,Инвестиционный счет,консультация по тарифам,офис,neutral,completed,3,False,False,True,3.0
event_20d03315c9a3,C046,3,event_7b20c3cf48ef,2024-12-14,2024-12,long_lifecycle,консультация,consultation,Инвестиционный счет,условия продукта,телефон,positive,completed,4,False,False,True,0.0
event_99c5681b4262,C046,4,event_20d03315c9a3,2025-01-01,2025-01,long_lifecycle,покупка,purchase,Ипотека,условия продукта,телефон,positive,completed,5,False,True,True,0.0
event_e42e836c5490,C046,5,event_99c5681b4262,2025-01-30,2025-01,long_lifecycle,использование продукта,usage,Ипотека,условия продукта,телефон,positive,completed,4,False,False,True,3.0
event_dbee8fc7655a,C046,6,event_e42e836c5490,2025-03-14,2025-03,long_lifecycle,вопрос в поддержку,support_question,Ипотека,блокировка карты,телефон,positive,resolved,4,False,False,True,2.0
event_d1d2d046f009,C046,7,event_dbee8fc7655a,2025-04-17,2025-04,long_lifecycle,решение проблемы,problem_resolved,Ипотека,жалоба на обслуживание,сайт,neutral,resolved,5,False,False,True,3.0
event_79f856de5d3a,C046,8,event_d1d2d046f009,2025-06-01,2025-06,long_lifecycle,удержание,retention,Ипотека,условия продукта,офис,positive,retained,3,False,False,True,3.0
event_0199e3955865,C046,9,event_79f856de5d3a,2025-06-29,2025-06,long_lifecycle,повторная покупка,repeat_purchase,Страхование,оформление продукта,телефон,positive,completed,4,False,True,True,1.0
event_40ec4ea8ce5f,C047,1,,2024-12-01,2024-12,complaint_and_leave,знакомство,introduction,Потребительский кредит,консультация по тарифам,сайт,positive,completed,5,False,False,False,3.0
event_abe212840fef,C047,2,event_40ec4ea8ce5f,2024-12-28,2024-12,complaint_and_leave,покупка,purchase,Инвестиционный счет,условия продукта,сайт,neutral,completed,5,False,True,True,1.0
event_0be825338bf1,C047,3,event_abe212840fef,2025-02-10,2025-02,complaint_and_leave,использование продукта,usage,Кредитная карта,изменение персональных данных,сайт,neutral,completed,3,False,False,True,3.0
event_817cdf84ce45,C047,4,event_0be825338bf1,2025-03-17,2025-03,complaint_and_leave,жалоба,complaint,Потребительский кредит,возврат средств,сайт,negative,escalated,1,True,False,True,
event_6e5bef8925ac,C047,5,event_817cdf84ce45,2025-04-02,2025-04,complaint_and_leave,уход клиента,churn,Инвестиционный счет,закрытие продукта,чат,negative,lost,2,False,False,True,
event_01c86a80c366,C048,1,,2024-12-15,2024-12,happy_purchase,знакомство,introduction,Накопительный счет,оформление продукта,офис,positive,completed,3,False,False,False,2.0
event_dd28fbb40f25,C048,2,event_01c86a80c366,2024-12-28,2024-12,happy_purchase,интерес к продукту,product_interest,Страхование,консультация по тарифам,чат,positive,completed,5,False,False,True,0.0
event_fb84c9525fb2,C048,3,event_dd28fbb40f25,2025-01-25,2025-01,happy_purchase,консультация,consultation,Ипотека,консультация по тарифам,офис,positive,completed,4,False,False,True,1.0
event_89f58a9c303d,C048,4,event_fb84c9525fb2,2025-03-01,2025-03,happy_purchase,покупка,purchase,Потребительский кредит,условия продукта,мобильное приложение,positive,completed,4,False,True,True,1.0
event_e48895189837,C048,5,event_89f58a9c303d,2025-03-14,2025-03,happy_purchase,использование продукта,usage,Инвестиционный счет,комиссия,офис,neutral,completed,5,False,False,True,1.0
event_c7b56b517d9e,C048,6,event_e48895189837,2025-04-11,2025-04,happy_purchase,вопрос в поддержку,support_question,Инвестиционный счет,изменение персональных данных,телефон,neutral,resolved,3,False,False,True,6.0
event_67d6eb7a52e3,C048,7,event_c7b56b517d9e,2025-04-22,2025-04,happy_purchase,решение проблемы,problem_resolved,Инвестиционный счет,возврат средств,офис,neutral,resolved,4,False,False,True,2.0
event_3cf2d02c98b0,C049,1,,2024-12-11,2024-12,complaint_and_leave,знакомство,introduction,Инвестиционный счет,консультация по тарифам,сайт,neutral,completed,4,False,False,False,1.0
event_942d32ad8213,C049,2,event_3cf2d02c98b0,2024-12-29,2024-12,complaint_and_leave,покупка,purchase,Накопительный счет,условия продукта,чат,positive,completed,4,False,True,True,1.0
event_30f7917b9982,C049,3,event_942d32ad8213,2025-01-29,2025-01,complaint_and_leave,использование продукта,usage,Инвестиционный счет,комиссия,сайт,positive,completed,5,False,False,True,0.0
event_efdf237f32d4,C049,4,event_30f7917b9982,2025-03-11,2025-03,complaint_and_leave,жалоба,complaint,Накопительный счет,комиссия,телефон,negative,escalated,2,True,False,True,
event_aad82a6c7be5,C049,5,event_efdf237f32d4,2025-04-25,2025-04,complaint_and_leave,эскалация,escalation,Накопительный счет,жалоба на обслуживание,сайт,negative,escalated,2,True,False,True,
event_3eaffd63f9b3,C049,6,event_aad82a6c7be5,2025-05-21,2025-05,complaint_and_leave,уход клиента,churn,Инвестиционный счет,закрытие продукта,сайт,negative,lost,2,False,False,True,
event_24b00571fa17,C050,1,,2024-10-18,2024-10,one_touch,знакомство,introduction,Ипотека,оформление продукта,email,positive,completed,4,False,False,False,3.0
