message_id,event_id,client_id,message_order,speaker,text,event_type,lifecycle_stage,product,topic,sentiment,event_date
message_7d21d903bb9a,event_731191183003,C012,5,system,Системное уведомление: настроение обращения определено как «positive».,usage,использование продукта,Дебетовая карта,изменение персональных данных,positive,2024-09-03
message_70a7487bef8f,event_731191183003,C012,6,operator,Я зафиксировал обращение. Статус сейчас: completed.,usage,использование продукта,Дебетовая карта,изменение персональных данных,positive,2024-09-03
message_c808b3d8f747,event_92ec8a803166,C012,1,client,"После прошлой ситуации хочу понять, какие условия вы можете предложить.",retention,удержание,Дебетовая карта,консультация по тарифам,neutral,2025-01-30
message_3b7792d230bc,event_92ec8a803166,C012,2,operator,"Мы ценим, что вы готовы продолжить обслуживание. Предложу варианты удержания.",retention,удержание,Дебетовая карта,консультация по тарифам,neutral,2025-01-30
message_eb43e69aae3b,event_92ec8a803166,C012,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",retention,удержание,Дебетовая карта,консультация по тарифам,neutral,2025-01-30
message_a0f0dab3c5b2,event_92ec8a803166,C012,4,client,Меня зовут Ян Иосипович Игнатьев. Прошу учесть мой прошлый опыт и текущий продукт.,retention,удержание,Дебетовая карта,консультация по тарифам,neutral,2025-01-30
message_1d5889a31b7f,event_92ec8a803166,C012,5,system,Системное уведомление: история взаимодействий клиента обновлена.,retention,удержание,Дебетовая карта,консультация по тарифам,neutral,2025-01-30
message_95abb29ffc24,event_92ec8a803166,C012,6,system,Системное уведомление: настроение обращения определено как «neutral».,retention,удержание,Дебетовая карта,консультация по тарифам,neutral,2025-01-30
message_5eaddcb2530f,event_92ec8a803166,C012,7,operator,Я вижу историю клиента и учитываю этап «удержание».,retention,удержание,Дебетовая карта,консультация по тарифам,neutral,2025-01-30
message_9540dc6a275f,event_92ec8a803166,C012,8,operator,Я зафиксировал обращение. Статус сейчас: retained.,retention,удержание,Дебетовая карта,консультация по тарифам,neutral,2025-01-30
message_6944ae19eb75,event_a20ffd583ad5,C012,1,client,Прошу передать обращение старшему специалисту. Вопрос по «Дебетовая карта» не решен.,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-11-14
message_752f16d0e157,event_a20ffd583ad5,C012,2,operator,Понимаю. Подключаю профильную команду для дополнительной проверки.,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-11-14
message_a4f6feeec1bc,event_a20ffd583ad5,C012,3,client,Мне удобнее продолжить общение через канал «мобильное приложение».,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-11-14
message_ab70b420a227,event_a20ffd583ad5,C012,4,system,Системное уведомление: история взаимодействий клиента обновлена.,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-11-14
message_281fb4f549b8,event_a20ffd583ad5,C012,5,system,Системное уведомление: настроение обращения определено как «negative».,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-11-14
message_88442e89b0b7,event_a20ffd583ad5,C012,6,client,Меня зовут Ян Иосипович Игнатьев. Прошу учесть мой прошлый опыт и текущий продукт.,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-11-14
message_b27c129a2cb1,event_a20ffd583ad5,C012,7,operator,Я вижу историю клиента и учитываю этап «эскалация».,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-11-14
message_6775dd0002fe,event_a20ffd583ad5,C012,8,operator,Я зафиксировал обращение. Статус сейчас: escalated.,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-11-14
message_450370d4011e,event_f4e9f24b357b,C013,1,client,"Здравствуйте. Подскажите, пожалуйста, что важно знать про «Потребительский кредит»?",introduction,знакомство,Потребительский кредит,консультация по тарифам,positive,2024-11-15
message_d0cf6d5539d0,event_f4e9f24b357b,C013,2,operator,Здравствуйте. Я помогу сориентироваться по условиям и ограничениям.,introduction,знакомство,Потребительский кредит,консультация по тарифам,positive,2024-11-15
message_60d1d2eeea7f,event_f4e9f24b357b,C013,3,client,Я хочу понимать сроки и что будет происходить дальше.,introduction,знакомство,Потребительский кредит,консультация по тарифам,positive,2024-11-15
message_6c558929a479,event_f4e9f24b357b,C013,4,system,Системное уведомление: клиенту присвоен статус обращения «completed».,introduction,знакомство,Потребительский кредит,консультация по тарифам,positive,2024-11-15
message_1c2a89a657a2,event_f4e9f24b357b,C013,5,client,Меня зовут Виноградов Аникита Давыдович. Прошу учесть мой прошлый опыт и текущий продукт.,introduction,знакомство,Потребительский кредит,консультация по тарифам,positive,2024-11-15
message_3230b05ddd6e,event_f4e9f24b357b,C013,6,operator,"Если появятся дополнительные вопросы, можно продолжить диалог в этом же канале.",introduction,знакомство,Потребительский кредит,консультация по тарифам,positive,2024-11-15
message_7cee30bcc429,event_1a2b9226c415,C014,1,client,Добрый день. Я впервые обращаюсь в банк и хочу узнать про «Инвестиционный счет».,introduction,знакомство,Инвестиционный счет,условия продукта,neutral,2024-08-18
message_44cc4b3b07bf,event_1a2b9226c415,C014,2,operator,Здравствуйте. Расскажу основные условия и помогу выбрать подходящий вариант.,introduction,знакомство,Инвестиционный счет,условия продукта,neutral,2024-08-18
message_10566e3296da,event_1a2b9226c415,C014,3,client,"Важно, чтобы решение было понятным и без скрытых условий.",introduction,знакомство,Инвестиционный счет,условия продукта,neutral,2024-08-18
message_c158dd3d3143,event_1a2b9226c415,C014,4,operator,Я вижу историю клиента и учитываю этап «знакомство».,introduction,знакомство,Инвестиционный счет,условия продукта,neutral,2024-08-18
message_f32ae13bddf3,event_1a2b9226c415,C014,5,operator,Я зафиксировал обращение. Статус сейчас: completed.,introduction,знакомство,Инвестиционный счет,условия продукта,neutral,2024-08-18
message_e50cd96ae856,event_724d42d1789c,C014,1,client,Пользуюсь продуктом «Потребительский кредит» и хочу уточнить вопрос: изменение персональных данных.,usage,использование продукта,Потребительский кредит,изменение персональных данных,positive,2024-11-01
message_be4b1dcd778b,event_724d42d1789c,C014,2,operator,Давайте посмотрим детали операции и найдем ответ.,usage,использование продукта,Потребительский кредит,изменение персональных данных,positive,2024-11-01
message_c349529ae18f,event_724d42d1789c,C014,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",usage,использование продукта,Потребительский кредит,изменение персональных данных,positive,2024-11-01
message_b4eaf5eeb278,event_724d42d1789c,C014,4,system,Системное уведомление: клиенту присвоен статус обращения «completed».,usage,использование продукта,Потребительский кредит,изменение персональных данных,positive,2024-11-01
message_de26dfe2a6fc,event_724d42d1789c,C014,5,system,Системное уведомление: настроение обращения определено как «positive».,usage,использование продукта,Потребительский кредит,изменение персональных данных,positive,2024-11-01
message_2940850524be,event_724d42d1789c,C014,6,operator,Я вижу историю клиента и учитываю этап «использование продукта».,usage,использование продукта,Потребительский кредит,изменение персональных данных,positive,2024-11-01
message_80b5e9a2eb5b,event_724d42d1789c,C014,7,client,Меня зовут Богдан Даниилович Князев. Прошу учесть мой прошлый опыт и текущий продукт.,usage,использование продукта,Потребительский кредит,изменение персональных данных,positive,2024-11-01
message_6fe0e17c5fc0,event_724d42d1789c,C014,8,operator,"По этому обращению указан статус «completed», оценка удовлетворенности будет учтена.",usage,использование продукта,Потребительский кредит,изменение персональных данных,positive,2024-11-01
message_7d929c8d9590,event_7cf7a4a696ab,C014,1,client,У меня есть вопрос по использованию продукта «Инвестиционный счет».,usage,использование продукта,Инвестиционный счет,изменение персональных данных,positive,2025-01-03
message_0a0dd280d7c5,event_7cf7a4a696ab,C014,2,operator,Я помогу разобраться с использованием продукта.,usage,использование продукта,Инвестиционный счет,изменение персональных данных,positive,2025-01-03
message_a4b767e5962b,event_7cf7a4a696ab,C014,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",usage,использование продукта,Инвестиционный счет,изменение персональных данных,positive,2025-01-03
message_b15806075cb5,event_7cf7a4a696ab,C014,4,system,Системное уведомление: настроение обращения определено как «positive».,usage,использование продукта,Инвестиционный счет,изменение персональных данных,positive,2025-01-03
message_0f02c74d9ec3,event_7cf7a4a696ab,C014,5,client,Меня зовут Богдан Даниилович Князев. Прошу учесть мой прошлый опыт и текущий продукт.,usage,использование продукта,Инвестиционный счет,изменение персональных данных,positive,2025-01-03
message_670217bfcb9a,event_7cf7a4a696ab,C014,6,operator,Я вижу историю клиента и учитываю этап «использование продукта».,usage,использование продукта,Инвестиционный счет,изменение персональных данных,positive,2025-01-03
message_d73f2846de38,event_7cf7a4a696ab,C014,7,operator,"Информация передана в работу, ориентировочный срок решения зависит от проверки.",usage,использование продукта,Инвестиционный счет,изменение персональных данных,positive,2025-01-03
message_ff739225a62a,event_880a377966a8,C014,1,client,Мне интересен продукт «Инвестиционный счет». Можете рассказать подробнее про повышение лимита?,product_interest,интерес к продукту,Инвестиционный счет,повышение лимита,neutral,2024-10-01
message_8fb8a9011181,event_880a377966a8,C014,2,operator,Сейчас проверю актуальные условия для выбранного продукта.,product_interest,интерес к продукту,Инвестиционный счет,повышение лимита,neutral,2024-10-01
message_51a02127c377,event_880a377966a8,C014,3,client,Я хочу понимать сроки и что будет происходить дальше.,product_interest,интерес к продукту,Инвестиционный счет,повышение лимита,neutral,2024-10-01
message_dd7b482aa04f,event_880a377966a8,C014,4,operator,"Информация передана в работу, ориентировочный срок решения зависит от проверки.",product_interest,интерес к продукту,Инвестиционный счет,повышение лимита,neutral,2024-10-01
message_aaef2f43aab2,event_aaa83bff47f9,C014,1,client,Интересует дополнительный продукт «Ипотека». Расскажите про оформление.,repeat_purchase,повторная покупка,Ипотека,повторная покупка,positive,2024-12-16
message_83e109dcf517,event_aaa83bff47f9,C014,2,operator,Давайте оформим дополнительный продукт и учтем ваш текущий профиль.,repeat_purchase,повторная покупка,Ипотека,повторная покупка,positive,2024-12-16
message_be5a1051f4b8,event_aaa83bff47f9,C014,3,client,Я хочу понимать сроки и что будет происходить дальше.,repeat_purchase,повторная покупка,Ипотека,повторная покупка,positive,2024-12-16
message_dfc63dd35ccb,event_aaa83bff47f9,C014,4,system,Системное уведомление: настроение обращения определено как «positive».,repeat_purchase,повторная покупка,Ипотека,повторная покупка,positive,2024-12-16
message_3febd3d1ab30,event_aaa83bff47f9,C014,5,system,Системное уведомление: тема обращения классифицирована как «повторная покупка».,repeat_purchase,повторная покупка,Ипотека,повторная покупка,positive,2024-12-16
message_0d45e6270705,event_aaa83bff47f9,C014,6,operator,Я вижу историю клиента и учитываю этап «повторная покупка».,repeat_purchase,повторная покупка,Ипотека,повторная покупка,positive,2024-12-16
message_4b612400014a,event_aaa83bff47f9,C014,7,operator,"Если появятся дополнительные вопросы, можно продолжить диалог в этом же канале.",repeat_purchase,повторная покупка,Ипотека,повторная покупка,positive,2024-12-16
message_17137344c8b1,event_cb8713269890,C014,1,client,"Хочу оформить «Потребительский кредит». Подскажите, что нужно сделать.",purchase,покупка,Потребительский кредит,условия продукта,positive,2024-10-11
message_b29a69223d30,event_cb8713269890,C014,2,operator,Запускаю процесс оформления. Я буду сопровождать вас на каждом шаге.,purchase,покупка,Потребительский кредит,условия продукта,positive,2024-10-11
message_f8c2367d1227,event_cb8713269890,C014,3,client,Я хочу понимать сроки и что будет происходить дальше.,purchase,покупка,Потребительский кредит,условия продукта,positive,2024-10-11
message_c8d0b33792a6,event_cb8713269890,C014,4,operator,Я зафиксировал обращение. Статус сейчас: completed.,purchase,покупка,Потребительский кредит,условия продукта,positive,2024-10-11
message_da0fb6592bcf,event_315214396d17,C015,1,client,Не получается разобраться с ситуацией по продукту «Дебетовая карта».,support_question,вопрос в поддержку,Дебетовая карта,техническая ошибка,positive,2025-03-03
message_c62943e8ff60,event_315214396d17,C015,2,operator,Понимаю. Сейчас проверю обращение и предложу решение.,support_question,вопрос в поддержку,Дебетовая карта,техническая ошибка,positive,2025-03-03
message_a04146919bd5,event_315214396d17,C015,3,client,"Важно, чтобы решение было понятным и без скрытых условий.",support_question,вопрос в поддержку,Дебетовая карта,техническая ошибка,positive,2025-03-03
message_9979d0840f41,event_315214396d17,C015,4,system,Системное уведомление: настроение обращения определено как «positive».,support_question,вопрос в поддержку,Дебетовая карта,техническая ошибка,positive,2025-03-03
message_71a9c3065085,event_315214396d17,C015,5,operator,"По этому обращению указан статус «resolved», оценка удовлетворенности будет учтена.",support_question,вопрос в поддержку,Дебетовая карта,техническая ошибка,positive,2025-03-03
message_043495f4084e,event_37a69ac0b0a6,C015,1,client,Хочу закрыть продукт «Дебетовая карта». Подскажите порядок действий.,product_closure,закрытие продукта,Дебетовая карта,комиссия,negative,2025-05-30
message_9110515305fb,event_37a69ac0b0a6,C015,2,operator,"Понимаю. Проверю, нет ли задолженности или незавершенных операций.",product_closure,закрытие продукта,Дебетовая карта,комиссия,negative,2025-05-30
message_2c0208628f7c,event_37a69ac0b0a6,C015,3,client,Можно ли получить подтверждение после завершения операции?,product_closure,закрытие продукта,Дебетовая карта,комиссия,negative,2025-05-30
message_bb0ab37aaae7,event_37a69ac0b0a6,C015,4,system,Системное уведомление: настроение обращения определено как «negative».,product_closure,закрытие продукта,Дебетовая карта,комиссия,negative,2025-05-30
message_8f6016b5d1f3,event_37a69ac0b0a6,C015,5,system,Системное уведомление: тема обращения классифицирована как «комиссия».,product_closure,закрытие продукта,Дебетовая карта,комиссия,negative,2025-05-30
message_232ba4eee75e,event_37a69ac0b0a6,C015,6,operator,"Если появятся дополнительные вопросы, можно продолжить диалог в этом же канале.",product_closure,закрытие продукта,Дебетовая карта,комиссия,negative,2025-05-30
message_bb6a2b11faa8,event_52cf5a4db90a,C015,1,client,Я решил прекратить обслуживание. Прошу закрыть все вопросы по «Накопительный счет».,churn,уход клиента,Накопительный счет,комиссия,negative,2025-06-16
message_e8d27a079297,event_52cf5a4db90a,C015,2,operator,"Понимаю. Зафиксирую причину ухода и проверю, что нужно закрыть.",churn,уход клиента,Накопительный счет,комиссия,negative,2025-06-16
message_52b57fdabe34,event_52cf5a4db90a,C015,3,client,Мне удобнее продолжить общение через канал «сайт».,churn,уход клиента,Накопительный счет,комиссия,negative,2025-06-16
message_3786da2cb043,event_52cf5a4db90a,C015,4,operator,"Если появятся дополнительные вопросы, можно продолжить диалог в этом же канале.",churn,уход клиента,Накопительный счет,комиссия,negative,2025-06-16
message_1913cbd39643,event_780c95fa24f1,C015,1,client,"Ситуация по теме «техническая ошибка» затянулась, нужна эскалация.",escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-12-18
message_b6ccb382c409,event_780c95fa24f1,C015,2,operator,Я передаю обращение на следующий уровень поддержки и отмечаю срочность.,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-12-18
message_0bd86eb014bd,event_780c95fa24f1,C015,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-12-18
message_143d05099866,event_780c95fa24f1,C015,4,system,Системное уведомление: настроение обращения определено как «negative».,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-12-18
message_0cd8bf651535,event_780c95fa24f1,C015,5,operator,Я вижу историю клиента и учитываю этап «эскалация».,escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-12-18
message_4347562325b6,event_780c95fa24f1,C015,6,operator,"Информация передана в работу, ориентировочный срок решения зависит от проверки.",escalation,эскалация,Дебетовая карта,техническая ошибка,negative,2024-12-18
message_950c78ed42dc,event_7d4967c62c86,C015,1,client,Я недоволен ситуацией по продукту «Накопительный счет». Проблема: просрочка платежа.,complaint,жалоба,Накопительный счет,просрочка платежа,negative,2025-08-13
message_a963a1a5b221,event_7d4967c62c86,C015,2,operator,"Давайте подробно опишем проблему, чтобы ее можно было проверить.",complaint,жалоба,Накопительный счет,просрочка платежа,negative,2025-08-13
message_b37f6497d021,event_7d4967c62c86,C015,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",complaint,жалоба,Накопительный счет,просрочка платежа,negative,2025-08-13
message_f9e22ae80804,event_7d4967c62c86,C015,4,system,Системное уведомление: настроение обращения определено как «negative».,complaint,жалоба,Накопительный счет,просрочка платежа,negative,2025-08-13
message_1de3edeb3dff,event_7d4967c62c86,C015,5,operator,Я зафиксировал обращение. Статус сейчас: escalated.,complaint,жалоба,Накопительный счет,просрочка платежа,negative,2025-08-13
message_a225a08b4f91,event_9ac0a2c77c0a,C015,1,client,Возвращаюсь по обращению «техническая ошибка». Хотелось бы понять результат.,problem_resolved,решение проблемы,Накопительный счет,техническая ошибка,positive,2025-07-08
message_ae49d615d431,event_9ac0a2c77c0a,C015,2,operator,"Проверила статус: решение уже применено, сейчас объясню детали.",problem_resolved,решение проблемы,Накопительный счет,техническая ошибка,positive,2025-07-08
message_a09d87207b47,event_9ac0a2c77c0a,C015,3,client,"Уточните, пожалуйста, это повлияет на мои текущие продукты?",problem_resolved,решение проблемы,Накопительный счет,техническая ошибка,positive,2025-07-08
message_b88a790d8158,event_9ac0a2c77c0a,C015,4,operator,"Если появятся дополнительные вопросы, можно продолжить диалог в этом же канале.",problem_resolved,решение проблемы,Накопительный счет,техническая ошибка,positive,2025-07-08
message_fa761c922a4c,event_be602d892628,C015,1,client,Хочу оставить жалобу. По продукту «Накопительный счет» возникла неприятная ситуация.,complaint,жалоба,Накопительный счет,ошибка в приложении,negative,2025-02-16
message_03a67f16acf0,event_be602d892628,C015,2,operator,Понимаю ваше недовольство. Зафиксирую обращение и передам его в работу.,complaint,жалоба,Накопительный счет,ошибка в приложении,negative,2025-02-16
message_a25ad1a79915,event_be602d892628,C015,3,client,Мне удобнее продолжить общение через канал «сайт».,complaint,жалоба,Накопительный счет,ошибка в приложении,negative,2025-02-16
message_070f74b1e02d,event_be602d892628,C015,4,client,Меня зовут Матвеева Оксана Михайловна. Прошу учесть мой прошлый опыт и текущий продукт.,complaint,жалоба,Накопительный счет,ошибка в приложении,negative,2025-02-16
message_bbaec851dac8,event_be602d892628,C015,5,system,Системное уведомление: обращение зарегистрировано и связано с продуктом «Накопительный счет».,complaint,жалоба,Накопительный счет,ошибка в приложении,negative,2025-02-16
message_0f3eef576ff9,event_be602d892628,C015,6,operator,Я вижу историю клиента и учитываю этап «жалоба».,complaint,жалоба,Накопительный счет,ошибка в приложении,negative,2025-02-16
message_30bbca1930fd,event_be602d892628,C015,7,operator,Отправлю вам подтверждение и краткое резюме по теме «ошибка в приложении».,complaint,жалоба,Накопительный счет,ошибка в приложении,negative,2025-02-16
message_4981fc70f2d0,event_c5ee7537bdf4,C015,1,client,Хочу оставить жалобу. По продукту «Накопительный счет» возникла неприятная ситуация.,complaint,жалоба,Накопительный счет,просрочка платежа,negative,2025-03-30
message_44a9317900f4,event_c5ee7537bdf4,C015,2,operator,"Мне жаль, что вы столкнулись с такой ситуацией. Я зарегистрирую жалобу.",complaint,жалоба,Накопительный счет,просрочка платежа,negative,2025-03-30
message_ec2f783651e9,event_c5ee7537bdf4,C015,3,client,Можно ли получить подтверждение после завершения операции?,complaint,жалоба,Накопительный счет,просрочка платежа,negative,2025-03-30
message_476d90b5c962,event_c5ee7537bdf4,C015,4,operator,"Информация передана в работу, ориентировочный срок решения зависит от проверки.",complaint,жалоба,Накопительный счет,просрочка платежа,negative,2025-03-30
message_fe11c4ed460e,event_c66fbad9f077,C015,1,client,"Ситуация по теме «техническая ошибка» затянулась, нужна эскалация.",escalation,эскалация,Накопительный счет,техническая ошибка,neutral,2025-04-16
message_c4dcc0448e78,event_c66fbad9f077,C015,2,operator,Понимаю. Подключаю профильную команду для дополнительной проверки.,escalation,эскалация,Накопительный счет,техническая ошибка,neutral,2025-04-16
message_f43f76516185,event_c66fbad9f077,C015,3,client,Я хочу понимать сроки и что будет происходить дальше.,escalation,эскалация,Накопительный счет,техническая ошибка,neutral,2025-04-16
message_1f4ebd013c02,event_c66fbad9f077,C015,4,operator,"Если появятся дополнительные вопросы, можно продолжить диалог в этом же канале.",escalation,эскалация,Накопительный счет,техническая ошибка,neutral,2025-04-16
message_ea0df8f18817,event_d4d88008ca4d,C015,1,client,"Мне сообщили, что вопрос почти решен. Подтвердите, пожалуйста.",problem_resolved,решение проблемы,Дебетовая карта,техническая ошибка,positive,2025-01-27
message_24f952ba7925,event_d4d88008ca4d,C015,2,operator,"Проверила статус: решение уже применено, сейчас объясню детали.",problem_resolved,решение проблемы,Дебетовая карта,техническая ошибка,positive,2025-01-27
message_2a89f03f439c,event_d4d88008ca4d,C015,3,client,"Важно, чтобы решение было понятным и без скрытых условий.",problem_resolved,решение проблемы,Дебетовая карта,техническая ошибка,positive,2025-01-27
message_2105e961af1e,event_d4d88008ca4d,C015,4,operator,Отправлю вам подтверждение и краткое резюме по теме «техническая ошибка».,problem_resolved,решение проблемы,Дебетовая карта,техническая ошибка,positive,2025-01-27
message_9624ad4b87c7,event_e854a4fa7f5b,C015,1,client,Меня не устраивает качество обслуживания. Тема обращения: просрочка платежа.,complaint,жалоба,Дебетовая карта,просрочка платежа,neutral,2024-11-15
message_0fb1ebf8060d,event_e854a4fa7f5b,C015,2,operator,"Мне жаль, что вы столкнулись с такой ситуацией. Я зарегистрирую жалобу.",complaint,жалоба,Дебетовая карта,просрочка платежа,neutral,2024-11-15
message_d5b24eda4e15,event_e854a4fa7f5b,C015,3,client,Я хочу понимать сроки и что будет происходить дальше.,complaint,жалоба,Дебетовая карта,просрочка платежа,neutral,2024-11-15
message_c74c83586401,event_e854a4fa7f5b,C015,4,system,Системное уведомление: настроение обращения определено как «neutral».,complaint,жалоба,Дебетовая карта,просрочка платежа,neutral,2024-11-15
message_6da7db0489ab,event_e854a4fa7f5b,C015,5,system,Системное уведомление: тема обращения классифицирована как «просрочка платежа».,complaint,жалоба,Дебетовая карта,просрочка платежа,neutral,2024-11-15
message_63910a3ced5f,event_e854a4fa7f5b,C015,6,operator,"По этому обращению указан статус «escalated», оценка удовлетворенности будет учтена.",complaint,жалоба,Дебетовая карта,просрочка платежа,neutral,2024-11-15
message_b2dfecfe1cdc,event_f01ad024543e,C015,1,client,Пользуюсь продуктом «Накопительный счет» и хочу уточнить вопрос: комиссия.,usage,использование продукта,Накопительный счет,комиссия,positive,2024-11-05
message_b1a0c8148f60,event_f01ad024543e,C015,2,operator,Сейчас проверю информацию по продукту и объясню порядок действий.,usage,использование продукта,Накопительный счет,комиссия,positive,2024-11-05
message_e8881fd1a23a,event_f01ad024543e,C015,3,client,Мне удобнее продолжить общение через канал «сайт».,usage,использование продукта,Накопительный счет,комиссия,positive,2024-11-05
message_de50afd9860f,event_f01ad024543e,C015,4,operator,Я вижу историю клиента и учитываю этап «использование продукта».,usage,использование продукта,Накопительный счет,комиссия,positive,2024-11-05
message_efb8cc22edd3,event_f01ad024543e,C015,5,system,Системное уведомление: настроение обращения определено как «positive».,usage,использование продукта,Накопительный счет,комиссия,positive,2024-11-05
message_36a6b194e201,event_f01ad024543e,C015,6,client,Меня зовут Матвеева Оксана Михайловна. Прошу учесть мой прошлый опыт и текущий продукт.,usage,использование продукта,Накопительный счет,комиссия,positive,2024-11-05
message_5625ac143c98,event_f01ad024543e,C015,7,system,Системное уведомление: клиенту присвоен статус обращения «completed».,usage,использование продукта,Накопительный счет,комиссия,positive,2024-11-05
message_d1d33ee7f01c,event_f01ad024543e,C015,8,operator,"По этому обращению указан статус «completed», оценка удовлетворенности будет учтена.",usage,использование продукта,Накопительный счет,комиссия,positive,2024-11-05
message_ab946f71a85f,event_1cd9e5524c45,C016,1,client,"Подскажите, пожалуйста, как правильно действовать по теме «изменение персональных данных».",usage,использование продукта,Ипотека,изменение персональных данных,neutral,2025-03-03
message_78262ec99ac6,event_1cd9e5524c45,C016,2,operator,Сейчас проверю информацию по продукту и объясню порядок действий.,usage,использование продукта,Ипотека,изменение персональных данных,neutral,2025-03-03
message_4cfc817112db,event_1cd9e5524c45,C016,3,client,Я хочу понимать сроки и что будет происходить дальше.,usage,использование продукта,Ипотека,изменение персональных данных,neutral,2025-03-03
message_56dbdca6f1ea,event_1cd9e5524c45,C016,4,system,Системное уведомление: обращение зарегистрировано и связано с продуктом «Ипотека».,usage,использование продукта,Ипотека,изменение персональных данных,neutral,2025-03-03
message_17fbd20d6451,event_1cd9e5524c45,C016,5,client,Меня зовут Казакова Евфросиния Ивановна. Прошу учесть мой прошлый опыт и текущий продукт.,usage,использование продукта,Ипотека,изменение персональных данных,neutral,2025-03-03
message_1c21fdcaaea8,event_1cd9e5524c45,C016,6,operator,Я зафиксировал обращение. Статус сейчас: completed.,usage,использование продукта,Ипотека,изменение персональных данных,neutral,2025-03-03
message_99e335e75647,event_1eec34c9d6ac,C016,1,client,"Хочу оформить «Накопительный счет». Подскажите, что нужно сделать.",purchase,покупка,Накопительный счет,оформление продукта,positive,2025-02-06
message_d444626d3bd3,event_1eec34c9d6ac,C016,2,operator,Для оформления понадобится подтвердить данные и выбрать параметры продукта.,purchase,покупка,Накопительный счет,оформление продукта,positive,2025-02-06
message_37b3bce00de9,event_1eec34c9d6ac,C016,3,client,"Важно, чтобы решение было понятным и без скрытых условий.",purchase,покупка,Накопительный счет,оформление продукта,positive,2025-02-06
message_60328feda960,event_1eec34c9d6ac,C016,4,operator,Я вижу историю клиента и учитываю этап «покупка».,purchase,покупка,Накопительный счет,оформление продукта,positive,2025-02-06
message_3961c3b03424,event_1eec34c9d6ac,C016,5,system,Системное уведомление: история взаимодействий клиента обновлена.,purchase,покупка,Накопительный счет,оформление продукта,positive,2025-02-06
message_f3680088e706,event_1eec34c9d6ac,C016,6,operator,"По этому обращению указан статус «completed», оценка удовлетворенности будет учтена.",purchase,покупка,Накопительный счет,оформление продукта,positive,2025-02-06
message_bcae375d93c2,event_56e64ba3dc9a,C016,1,client,Я недоволен ситуацией по продукту «Инвестиционный счет». Проблема: просрочка платежа.,complaint,жалоба,Инвестиционный счет,просрочка платежа,neutral,2025-04-07
message_49a14822cf88,event_56e64ba3dc9a,C016,2,operator,"Давайте подробно опишем проблему, чтобы ее можно было проверить.",complaint,жалоба,Инвестиционный счет,просрочка платежа,neutral,2025-04-07
message_cd26317009d3,event_56e64ba3dc9a,C016,3,client,"Важно, чтобы решение было понятным и без скрытых условий.",complaint,жалоба,Инвестиционный счет,просрочка платежа,neutral,2025-04-07
message_7b975abba615,event_56e64ba3dc9a,C016,4,client,Меня зовут Казакова Евфросиния Ивановна. Прошу учесть мой прошлый опыт и текущий продукт.,complaint,жалоба,Инвестиционный счет,просрочка платежа,neutral,2025-04-07
message_d6e2bcb4da22,event_56e64ba3dc9a,C016,5,system,Системное уведомление: история взаимодействий клиента обновлена.,complaint,жалоба,Инвестиционный счет,просрочка платежа,neutral,2025-04-07
message_954c45050759,event_56e64ba3dc9a,C016,6,operator,Я вижу историю клиента и учитываю этап «жалоба».,complaint,жалоба,Инвестиционный счет,просрочка платежа,neutral,2025-04-07
message_f560869a08cd,event_56e64ba3dc9a,C016,7,system,Системное уведомление: настроение обращения определено как «neutral».,complaint,жалоба,Инвестиционный счет,просрочка платежа,neutral,2025-04-07
message_06fbcbdb7d09,event_56e64ba3dc9a,C016,8,operator,Отправлю вам подтверждение и краткое резюме по теме «просрочка платежа».,complaint,жалоба,Инвестиционный счет,просрочка платежа,neutral,2025-04-07
message_d4cbb6d578d7,event_794b9a0f37b6,C016,1,client,"Ситуация по теме «жалоба на обслуживание» затянулась, нужна эскалация.",escalation,эскалация,Кредитная карта,жалоба на обслуживание,negative,2025-05-12
message_f9b60aebb6c3,event_794b9a0f37b6,C016,2,operator,Я передаю обращение на следующий уровень поддержки и отмечаю срочность.,escalation,эскалация,Кредитная карта,жалоба на обслуживание,negative,2025-05-12
message_0fe48f721754,event_794b9a0f37b6,C016,3,client,Можно ли получить подтверждение после завершения операции?,escalation,эскалация,Кредитная карта,жалоба на обслуживание,negative,2025-05-12
